# x; y; z; I; u; delta_u; U_prime
322.5;-20.45;32.78;13.79;6.68;0.6;0.92
322.5;-19.45;32.84;13.78;6.68;0.64;0.92
322.5;-18.45;32.89;13.76;6.68;0.69;0.92
322.5;-17.45;32.94;13.74;6.68;0.71;0.92
322.5;-16.44;32.99;13.73;6.72;0.73;0.92
322.5;-15.44;33.05;13.73;6.76;0.78;0.93
322.5;-14.44;33.1;13.71;6.77;0.83;0.93
322.5;-13.44;33.15;13.69;6.78;0.88;0.93
322.5;-12.44;33.2;13.67;6.79;0.94;0.93
322.5;-11.44;33.26;13.65;6.81;0.99;0.93
322.5;-10.44;33.31;13.64;6.83;1.05;0.93
322.5;-9.44;33.36;13.62;6.85;1.11;0.93
322.5;-8.44;33.41;13.60;6.87;1.17;0.93
322.5;-7.44;33.46;13.59;6.88;1.21;0.93
322.5;-6.44;33.52;13.58;6.89;1.26;0.94
322.5;-5.43;33.57;13.56;6.91;1.35;0.94
322.5;-4.43;33.62;13.53;6.94;1.4;0.94
322.5;-3.43;33.67;13.51;6.97;1.46;0.94
322.5;-2.43;33.73;13.48;7;1.54;0.94
322.5;-1.43;33.78;13.46;7.03;1.63;0.95
322.5;-0.43;33.83;13.43;7.07;1.69;0.95
322.5;0.57;33.88;13.40;7.11;1.69;0.95
322.5;1.57;33.94;13.36;7.14;1.76;0.96
322.5;2.57;33.99;13.33;7.21;1.83;0.96
322.5;3.57;34.04;13.29;7.27;1.91;0.97
322.5;4.57;34.09;13.25;7.32;1.98;0.97
322.5;5.57;34.15;13.19;7.36;1.98;0.97
322.5;6.58;34.2;13.17;7.39;2.05;0.97
322.5;7.58;34.25;13.14;7.41;2.11;0.97
322.5;8.58;34.3;13.08;7.46;2.08;0.98
322.5;9.58;34.36;13.01;7.51;2.1;0.98
322.5;10.58;34.41;12.94;7.56;2.16;0.98
322.5;11.58;34.46;12.86;7.61;2.15;0.98
322.5;12.58;34.51;12.77;7.67;2.18;0.98
322.5;13.58;34.57;12.67;7.72;2.22;0.98
322.5;14.58;34.62;12.56;7.78;2.2;0.98
322.5;15.58;34.67;12.42;7.85;2.2;0.98
322.5;16.58;34.72;12.35;7.89;2.22;0.97
322.5;17.59;34.78;12.24;7.93;2.23;0.97
322.5;18.59;34.83;12.01;8.03;2.21;0.97
322.5;19.59;34.88;11.89;8.08;2.19;0.96
322.5;20.59;34.93;11.72;8.14;2.16;0.95
322.5;21.59;34.99;11.54;8.22;2.13;0.95
322.5;22.59;35.04;11.31;8.31;2.1;0.94
322.5;23.59;35.09;11.09;8.37;2.07;0.93
322.5;24.59;35.14;11.09;8.37;2.03;0.93
322.5;25.59;35.19;10.83;8.44;2;0.91
322.5;26.59;35.25;10.56;8.51;1.96;0.9
322.5;27.59;35.3;10.22;8.58;1.89;0.88
322.5;28.6;35.35;9.88;8.65;1.83;0.86
322.5;29.6;35.4;9.88;8.65;1.79;0.86
322.5;30.6;35.46;9.47;8.73;1.74;0.83
322.5;31.6;35.51;9.05;8.8;1.72;0.8
322.5;32.6;35.56;9.05;8.8;1.69;0.8
322.5;33.6;35.61;8.56;8.86;1.65;0.76
322.5;34.6;35.67;8.06;8.93;1.6;0.72
322.5;35.6;35.72;8.06;8.93;1.54;0.72
322.5;36.6;35.77;7.51;8.98;1.49;0.67
322.5;37.6;35.82;6.96;9.02;1.44;0.63
322.5;38.6;35.88;6.96;9.02;1.38;0.63
322.5;39.61;35.93;6.45;9.04;1.32;0.58
322.5;40.61;35.98;5.87;9.08;1.25;0.53
322.5;41.61;36.03;5.80;9.1;1.22;0.53
322.5;42.61;36.09;5.80;9.1;1.17;0.53
322.5;43.61;36.14;5.48;9.08;1.08;0.5
322.5;44.61;36.19;5.17;9.06;1.02;0.47
322.5;45.61;36.24;5.17;9.06;0.97;0.47
322.5;46.61;36.3;5.17;9.06;0.98;0.47
322.5;47.61;36.35;5.10;9.01;0.98;0.46
322.5;48.61;36.4;5.03;8.96;0.98;0.45
322.5;49.61;36.45;5.03;8.96;0.98;0.45
322.5;50.62;36.51;5.03;8.96;1.05;0.45
322.5;51.62;36.56;5.14;8.89;1.12;0.46
322.5;52.62;36.61;5.26;8.81;1.12;0.46
322.5;53.62;36.66;5.26;8.81;1.12;0.46
322.5;54.62;36.72;5.26;8.81;1.12;0.46
322.5;55.62;36.77;5.46;8.72;1.13;0.48
322.5;56.62;36.82;5.66;8.63;1.13;0.49
322.5;57.62;36.87;5.66;8.63;1.13;0.49
322.5;58.62;36.92;5.66;8.63;1.13;0.49
322.5;59.62;36.98;5.89;8.53;1.13;0.5
322.5;60.62;37.03;6.04;8.46;1.16;0.51
322.5;61.62;37.08;5.97;8.49;1.18;0.51
322.5;62.63;37.13;5.97;8.49;1.18;0.51
322.5;63.63;37.19;5.97;8.49;1.18;0.51
322.5;64.63;37.24;6.18;8.39;1.18;0.52
322.5;65.63;37.29;6.39;8.3;1.18;0.53
322.5;66.63;37.34;6.39;8.3;1.19;0.53
322.5;67.63;37.4;6.39;8.3;1.2;0.53
322.5;68.63;37.45;6.39;8.3;1.18;0.53
322.5;69.63;37.5;6.55;8.21;1.16;0.54
322.5;70.63;37.55;6.72;8.12;1.16;0.55
322.5;71.63;37.61;6.72;8.12;1.16;0.55
322.5;72.63;37.66;6.72;8.12;1.11;0.55
322.5;73.64;37.71;6.72;8.12;1.05;0.55
322.5;74.64;37.76;6.83;8.05;1.05;0.55
322.5;75.64;37.82;6.94;7.98;1.05;0.55
322.5;76.64;37.87;6.94;7.98;0.98;0.55
322.5;77.64;37.92;6.94;7.98;0.91;0.55
322.5;78.64;37.97;6.94;7.98;0.91;0.55
322.5;79.64;38.03;6.91;7.98;0.91;0.55
322.5;80.64;38.08;6.87;7.97;0.81;0.55
322.5;81.64;38.13;6.87;7.97;0.72;0.55
322.5;82.64;38.18;6.87;7.97;0.72;0.55
322.5;83.64;38.24;6.87;7.97;0.72;0.55
322.5;84.65;38.29;6.86;7.95;0.62;0.55
322.5;85.65;38.34;6.85;7.92;0.58;0.54
322.5;86.65;38.39;6.85;7.92;0.58;0.54
322.5;87.65;38.45;6.85;7.92;0.58;0.54
322.5;88.65;38.5;6.85;7.92;0.58;0.54
322.5;89.65;38.55;6.85;7.92;0.49;0.54
322.5;90.65;38.6;6.80;7.92;0.39;0.54
322.5;91.65;38.65;6.75;7.91;0.39;0.53
322.5;92.65;38.71;6.75;7.91;0.39;0.53
322.5;93.65;38.76;6.75;7.91;0.39;0.53
322.5;94.65;38.81;6.75;7.91;0.3;0.53
322.5;95.66;38.86;6.75;7.91;0.22;0.53
322.5;96.66;38.92;6.67;7.91;0.22;0.53
322.5;97.66;38.97;6.60;7.91;0.22;0.52
322.5;98.66;39.02;6.53;7.95;0.22;0.52
322.5;99.66;39.07;6.45;7.99;0.22;0.52
322.5;100.66;39.13;6.45;7.99;0.22;0.52
322.5;101.66;39.18;6.45;7.99;0.22;0.52
322.5;102.66;39.23;6.38;7.99;0.22;0.51
322.5;103.66;39.28;6.31;8;0.22;0.51
322.5;104.66;39.34;6.31;8;0.23;0.51
322.5;105.66;39.39;6.31;8;0.25;0.51
322.5;106.67;39.44;6.31;8;0.25;0.51
322.5;107.67;39.49;6.31;8;0.25;0.51
322.5;108.67;39.55;6.25;8;0.25;0.5
322.5;109.67;39.6;6.18;8.01;0.25;0.5
322.5;110.67;39.65;6.18;8.01;0.25;0.5
322.5;111.67;39.7;6.18;8.01;0.27;0.5
322.5;112.67;39.76;6.18;8.01;0.33;0.5
322.5;113.67;39.81;6.18;8.01;0.36;0.5
322.5;114.67;39.86;6.18;8.01;0.36;0.5
322.5;115.67;39.91;6.13;8.02;0.36;0.49
322.5;116.67;39.97;6.07;8.03;0.36;0.49
322.5;117.68;40.02;6.02;8.06;0.36;0.49
322.5;118.68;40.07;5.96;8.1;0.36;0.48
322.5;119.68;40.12;5.96;8.1;0.39;0.48
322.5;120.68;40.18;5.96;8.1;0.42;0.48
322.5;121.68;40.23;5.92;8.11;0.42;0.48
322.5;122.68;40.28;5.87;8.12;0.42;0.48
322.5;123.68;40.33;5.87;8.12;0.38;0.48
322.5;124.68;40.38;5.87;8.12;0.34;0.48
322.5;125.68;40.44;5.87;8.12;0.34;0.48
322.5;126.68;40.49;5.87;8.12;0.38;0.48
322.5;127.68;40.54;5.87;8.12;0.42;0.48
322.5;128.68;40.59;5.82;8.14;0.42;0.47
322.5;129.69;40.65;5.78;8.16;0.42;0.47
322.5;130.69;40.7;5.78;8.16;0.42;0.47
322.5;131.69;40.75;5.78;8.16;0.45;0.47
322.5;132.69;40.8;5.78;8.16;0.48;0.47
322.5;133.69;40.86;5.78;8.16;0.47;0.47
322.5;134.69;40.91;5.78;8.16;0.52;0.47
322.5;135.69;40.96;5.73;8.18;0.57;0.47
322.5;136.69;41.01;5.64;8.23;0.57;0.47
322.5;137.69;41.07;5.60;8.27;0.57;0.46
322.5;138.69;41.12;5.60;8.27;0.57;0.46
322.5;139.69;41.17;5.60;8.27;0.57;0.46
322.5;140.7;41.22;5.60;8.27;0.56;0.46
322.5;141.7;41.28;5.60;8.27;0.55;0.46
322.5;142.7;41.33;5.60;8.27;0.57;0.46
322.5;143.7;41.38;5.55;8.3;0.6;0.46
322.5;144.7;41.43;5.49;8.33;0.6;0.46
322.5;145.7;41.49;5.49;8.33;0.6;0.46
322.5;146.7;41.54;5.49;8.33;0.58;0.46
322.5;147.7;41.59;5.49;8.33;0.57;0.46
322.5;148.7;41.64;5.49;8.33;0.57;0.46
322.5;149.7;41.7;5.49;8.33;0.57;0.46
322.5;150.7;41.75;5.41;8.37;0.65;0.45
322.5;151.71;41.8;5.34;8.41;0.73;0.45
322.5;152.71;41.85;5.34;8.41;0.73;0.45
322.5;153.71;41.91;5.34;8.41;0.71;0.45
322.5;154.71;41.96;5.34;8.41;0.69;0.45
322.5;155.71;42.01;5.29;8.44;0.69;0.45
322.5;156.71;42.06;5.25;8.48;0.69;0.45
322.5;157.71;42.11;5.25;8.48;0.69;0.45
322.5;158.71;42.17;5.14;8.53;0.73;0.44
322.5;159.71;42.22;5.04;8.58;0.76;0.43
322.5;160.71;42.27;5.04;8.58;0.74;0.43
322.5;161.71;42.32;5.04;8.58;0.68;0.43
322.5;162.72;42.38;5.04;8.58;0.65;0.43
322.5;163.72;42.43;5.04;8.58;0.65;0.43
322.5;164.72;42.48;5.04;8.58;0.65;0.43
322.5;165.72;42.53;5.04;8.58;0.65;0.43
322.5;166.72;42.59;4.90;8.64;0.65;0.42
322.5;167.72;42.64;4.77;8.69;0.66;0.42
322.5;168.72;42.69;4.77;8.69;0.64;0.42
322.5;169.72;42.74;4.77;8.69;0.64;0.42
322.5;170.72;42.8;4.77;8.69;0.66;0.42
322.5;171.72;42.85;4.77;8.69;0.66;0.42
322.5;172.72;42.9;4.77;8.69;0.66;0.42
322.5;173.73;42.95;4.77;8.69;0.66;0.42
322.5;174.73;43.01;4.59;8.77;0.66;0.4
322.5;175.73;43.06;4.42;8.85;0.62;0.39
322.5;176.73;43.11;4.42;8.85;0.58;0.39
322.5;177.73;43.16;4.42;8.85;0.58;0.39
322.5;178.73;43.22;4.42;8.85;0.58;0.39
322.5;179.73;43.27;4.42;8.85;0.58;0.39
322.5;180.73;43.32;4.42;8.85;0.55;0.39
322.5;181.73;43.37;4.42;8.85;0.51;0.39
322.5;182.73;43.43;4.30;8.88;0.51;0.38
322.5;183.73;43.48;4.19;8.92;0.46;0.37
322.5;184.73;43.53;4.19;8.92;0.41;0.37
322.5;185.74;43.58;4.19;8.92;0.41;0.37
322.5;186.74;43.64;4.19;8.92;0.41;0.37
322.5;187.74;43.69;4.19;8.92;0.41;0.37
322.5;188.74;43.74;4.19;8.92;0.41;0.37
322.5;189.74;43.79;4.19;8.92;0.41;0.37
322.5;190.74;43.84;4.19;8.92;0.41;0.37
322.5;191.74;43.9;4.13;8.93;0.36;0.37
322.5;192.74;43.95;4.07;8.94;0.3;0.36
322.5;193.74;44;4.03;8.97;0.3;0.36
322.5;194.74;44.05;4.00;8.99;0.3;0.36
322.5;195.74;44.11;4.00;8.99;0.3;0.36
322.5;196.75;44.16;4.00;8.99;0.3;0.36
322.5;197.75;44.21;4.00;8.99;0.3;0.36
322.5;198.75;44.26;4.00;8.99;0.3;0.36
322.5;199.75;44.32;3.99;8.98;0.22;0.36
322.5;200.75;44.37;3.98;8.98;0.14;0.36
322.5;201.75;44.42;3.98;8.98;0.14;0.36
322.5;202.75;44.47;3.98;8.98;0.14;0.36
322.5;203.75;44.53;3.98;8.98;0.14;0.36
322.5;204.75;44.58;3.98;8.98;0.14;0.36
322.5;205.75;44.63;3.98;8.98;0.14;0.36
322.5;206.75;44.68;3.98;8.98;0.14;0.36
322.5;207.76;44.74;3.98;8.98;0.11;0.36
322.5;208.76;44.79;3.99;8.96;0.08;0.36
322.5;209.76;44.84;4.01;8.94;0.08;0.36
322.5;210.76;44.89;4.01;8.94;0.08;0.36
322.5;211.76;44.95;4.01;8.94;0.08;0.36
322.5;212.76;45;3.98;8.97;0.08;0.36
322.5;213.76;45.05;3.94;8.99;0.08;0.35
322.5;214.76;45.1;3.94;8.99;0.08;0.35
322.5;215.76;45.16;3.94;8.99;0.08;0.35
322.5;216.76;45.21;3.94;8.99;0.07;0.35
322.5;217.76;45.26;3.96;8.97;0.07;0.36
322.5;218.77;45.31;3.99;8.96;0.07;0.36
322.5;219.77;45.37;3.99;8.96;0.07;0.36
322.5;220.77;45.42;3.99;8.96;0.07;0.36
322.5;221.77;45.47;3.99;8.96;0.07;0.36
322.5;222.77;45.52;3.99;8.96;0.07;0.36
322.5;223.77;45.57;3.99;8.96;0.08;0.36
322.5;224.77;45.63;3.99;8.96;0.08;0.36
322.5;225.77;45.68;3.99;8.96;0.08;0.36
322.5;226.77;45.73;3.99;8.96;0.08;0.36
322.5;227.77;45.78;4.01;8.94;0.08;0.36
322.5;228.77;45.84;4.03;8.92;0.08;0.36
322.5;229.78;45.89;4.03;8.92;0.08;0.36
322.5;230.78;45.94;4.03;8.92;0.08;0.36
322.5;231.78;45.99;3.99;8.95;0.08;0.36
322.5;232.78;46.05;3.95;8.98;0.09;0.35
322.5;233.78;46.1;3.95;8.98;0.09;0.35
322.5;234.78;46.15;3.95;8.98;0.09;0.35
322.5;235.78;46.2;3.95;8.98;0.09;0.35
322.5;236.78;46.26;3.97;8.96;0.09;0.36
322.5;237.78;46.31;3.99;8.95;0.09;0.36
322.5;238.78;46.36;3.99;8.95;0.09;0.36
322.5;239.78;46.41;3.99;8.95;0.09;0.36
322.5;240.78;46.47;3.99;8.95;0.09;0.36
322.5;241.79;46.52;3.99;8.95;0.09;0.36
322.5;242.79;46.57;3.99;8.95;0.08;0.36
322.5;243.79;46.62;3.99;8.95;0.08;0.36
322.5;244.79;46.68;3.99;8.95;0.08;0.36
322.5;245.79;46.73;3.99;8.95;0.08;0.36
322.5;246.79;46.78;4.00;8.93;0.08;0.36
322.5;247.79;46.83;4.01;8.92;0.08;0.36
322.5;248.79;46.89;4.01;8.92;0.08;0.36
322.5;249.79;46.94;4.01;8.92;0.08;0.36
322.5;250.79;46.99;4.01;8.92;0.08;0.36
322.5;251.79;47.04;4.01;8.92;0.08;0.36
322.5;252.8;47.1;4.01;8.92;0.08;0.36
322.5;253.8;47.15;4.01;8.92;0.08;0.36
322.5;254.8;47.2;4.01;8.92;0.08;0.36
322.5;255.8;47.25;4.01;8.92;0.08;0.36
322.5;256.8;47.3;4.01;8.9;0.08;0.36
322.5;257.8;47.36;3.96;8.92;0.08;0.35
322.5;258.8;47.41;3.90;8.96;0.08;0.35
322.5;259.8;47.46;3.90;8.96;0.08;0.35
322.5;260.8;47.51;3.90;8.96;0.08;0.35
322.5;261.8;47.57;3.90;8.96;0.06;0.35
322.5;262.8;47.62;3.90;8.96;0.06;0.35
322.5;263.81;47.67;3.90;8.96;0.06;0.35
322.5;264.81;47.72;3.90;8.96;0.06;0.35
322.5;265.81;47.78;3.90;8.96;0.06;0.35
322.5;266.81;47.83;3.89;8.95;0.1;0.35
322.5;267.81;47.88;3.87;8.95;0.15;0.35
322.5;268.81;47.93;3.87;8.95;0.15;0.35
322.5;269.81;47.99;3.87;8.95;0.15;0.35
322.5;270.81;48.04;3.87;8.95;0.15;0.35
322.5;271.81;48.09;3.87;8.95;0.15;0.35
322.5;272.81;48.14;3.87;8.95;0.15;0.35
322.5;273.81;48.2;3.87;8.95;0.15;0.35
322.5;274.82;48.25;3.87;8.95;0.15;0.35
322.5;275.82;48.3;3.87;8.95;0.15;0.35
322.5;276.82;48.35;3.87;8.95;0.15;0.35
322.5;277.82;48.41;3.84;8.95;0.15;0.34
322.5;278.82;48.46;3.81;8.95;0.15;0.34
322.5;279.82;48.51;3.81;8.95;0.15;0.34
322.5;280.82;48.56;3.81;8.95;0.15;0.34
322.5;281.82;48.62;3.81;8.95;0.15;0.34
322.5;282.82;48.67;3.81;8.95;0.13;0.34
322.5;283.82;48.72;3.81;8.95;0.11;0.34
322.5;284.82;48.77;3.81;8.95;0.11;0.34
322.5;285.83;48.83;3.81;8.95;0.11;0.34
322.5;286.83;48.88;3.81;8.95;0.11;0.34
322.5;287.83;48.93;3.77;8.95;0.11;0.34
322.5;288.83;48.98;3.73;8.96;0.11;0.33
322.5;289.83;49.03;3.73;8.96;0.11;0.33
322.5;290.83;49.09;3.67;9.01;0.11;0.33
322.5;291.83;49.14;3.61;9.05;0.11;0.33
322.5;292.83;49.19;3.61;9.05;0.11;0.33
322.5;293.83;49.24;3.61;9.05;0.11;0.33
322.5;294.83;49.3;3.61;9.05;0.11;0.33
322.5;295.83;49.35;3.61;9.05;0.11;0.33
322.5;296.83;49.4;3.61;9.05;0.11;0.33
322.5;297.84;49.45;3.61;9.05;0.11;0.33
322.5;298.84;49.51;3.60;9.05;0.11;0.33
322.5;299.84;49.56;3.58;9.06;0.11;0.32
322.5;300.84;49.61;3.58;9.06;0.11;0.32
322.5;301.84;49.66;3.58;9.06;0.11;0.32
322.5;302.84;49.72;3.58;9.06;0.11;0.32
322.5;303.84;49.77;3.58;9.06;0.11;0.32
322.5;304.84;49.82;3.58;9.06;0.11;0.32
322.5;305.84;49.87;3.58;9.06;0.11;0.32
322.5;306.84;49.93;3.58;9.06;0.11;0.32
322.5;307.84;49.98;3.58;9.06;0.16;0.32
322.5;308.85;50.03;3.58;9.06;0.16;0.32
322.5;309.85;50.08;3.61;9.05;0.16;0.33
322.5;310.85;50.14;3.63;9.04;0.16;0.33
322.5;311.85;50.19;3.63;9.04;0.16;0.33
322.5;312.85;50.24;3.63;9.04;0.15;0.33
322.5;313.85;50.29;3.63;9.04;0.15;0.33
322.5;314.85;50.35;3.63;9.04;0.15;0.33
322.5;315.85;50.4;3.63;9.04;0.1;0.33
322.5;316.85;50.45;3.63;9.04;0.1;0.33
322.5;317.85;50.5;3.63;9.04;0.1;0.33
322.5;318.85;50.55;3.63;9.04;0.1;0.33
322.5;319.86;50.61;3.63;9.04;0.1;0.33
322.5;320.86;50.66;3.68;9.02;0.1;0.33
322.5;321.86;50.71;3.74;9;0.1;0.34
322.5;322.86;50.76;3.74;9;0.1;0.34
322.5;323.86;50.82;3.74;9;0.1;0.34
322.5;324.86;50.87;3.74;9;0.1;0.34
322.5;325.86;50.92;3.74;9;0.1;0.34
322.5;326.86;50.97;3.74;9;0.1;0.34
322.5;327.86;51.03;3.74;9;0.1;0.34
322.5;328.86;51.08;3.74;9;0.1;0.34
322.5;329.86;51.13;3.74;9;0.1;0.34
322.5;330.87;51.18;3.69;9.06;0.1;0.33
322.5;331.87;51.24;3.64;9.11;0.1;0.33
322.5;332.87;51.29;3.70;9.09;0.1;0.34
322.5;333.87;51.34;3.76;9.07;0.1;0.34
322.5;334.87;51.39;3.76;9.07;0.1;0.34
322.5;335.87;51.45;3.76;9.07;0.1;0.34
322.5;336.87;51.5;3.76;9.07;0.1;0.34
322.5;337.87;51.55;3.76;9.07;0.1;0.34
322.5;338.87;51.6;3.76;9.07;0.1;0.34
322.5;339.87;51.66;3.76;9.07;0.1;0.34
322.5;340.87;51.71;3.76;9.07;0.1;0.34
322.5;341.88;51.76;3.76;9.07;0.1;0.34
322.5;342.88;51.81;3.76;9.07;0.1;0.34
322.5;343.88;51.87;3.80;9.06;0.13;0.34
322.5;344.88;51.92;3.84;9.05;0.16;0.35
322.5;345.88;51.97;3.84;9.05;0.16;0.35
322.5;346.88;52.02;3.84;9.05;0.16;0.35
322.5;347.88;52.08;3.84;9.05;0.16;0.35
322.5;348.88;52.13;3.84;9.05;0.16;0.35
322.5;349.88;52.18;3.84;9.05;0.16;0.35
322.5;350.88;52.23;3.84;9.05;0.16;0.35
322.5;351.88;52.28;3.84;9.05;0.16;0.35
322.5;352.88;52.34;3.84;9.05;0.16;0.35
322.5;353.89;52.39;3.84;9.05;0.16;0.35
322.5;354.89;52.44;3.84;9.05;0.16;0.35
322.5;355.89;52.49;3.87;9.03;0.16;0.35
322.5;356.89;52.55;3.90;9.01;0.16;0.35
322.5;357.89;52.6;3.90;9.01;0.14;0.35
322.5;358.89;52.65;3.90;9.01;0.13;0.35
322.5;359.89;52.7;3.90;9.01;0.13;0.35
322.5;360.89;52.76;3.90;9.01;0.13;0.35
322.5;361.89;52.81;3.90;9.01;0.13;0.35
322.5;362.89;52.86;3.90;9.01;0.13;0.35
322.5;363.89;52.91;3.90;9.01;0.13;0.35
322.5;364.9;52.97;3.90;9.01;0.13;0.35
322.5;365.9;53.02;3.90;9.01;0.13;0.35
322.5;366.9;53.07;3.90;9.01;0.13;0.35
322.5;367.9;53.12;3.95;8.98;0.13;0.35
322.5;368.9;53.18;4.00;8.95;0.14;0.36
322.5;369.9;53.23;4.00;8.95;0.19;0.36
322.5;370.9;53.28;4.00;8.95;0.19;0.36
322.5;371.9;53.33;4.00;8.95;0.19;0.36
322.5;372.9;53.39;4.00;8.95;0.19;0.36
322.5;373.9;53.44;4.00;8.95;0.19;0.36
322.5;374.9;53.49;4.00;8.95;0.19;0.36
322.5;375.91;53.54;4.00;8.95;0.19;0.36
322.5;376.91;53.6;4.00;8.95;0.19;0.36
322.5;377.91;53.65;3.93;9.01;0.19;0.35
322.5;378.91;53.7;3.86;9.07;0.19;0.35
322.5;379.91;53.75;3.95;9.02;0.19;0.36
322.5;380.91;53.81;4.04;8.98;0.19;0.36
322.5;381.91;53.86;4.04;8.98;0.22;0.36
322.5;382.91;53.91;4.04;8.98;0.25;0.36
322.5;383.91;53.96;4.04;8.98;0.25;0.36
322.5;384.91;54.01;4.04;8.98;0.25;0.36
322.5;385.91;54.07;4.04;8.98;0.25;0.36
322.5;386.92;54.12;4.04;8.98;0.25;0.36
322.5;387.92;54.17;4.04;8.98;0.25;0.36
322.5;388.92;54.22;4.04;8.98;0.25;0.36
322.5;389.92;54.28;4.04;8.98;0.25;0.36
322.5;390.92;54.33;4.04;8.98;0.25;0.36
322.5;391.92;54.38;4.04;8.98;0.25;0.36
322.5;392.92;54.43;4.15;8.93;0.25;0.37
322.5;393.92;54.49;4.27;8.88;0.25;0.38
322.5;394.92;54.54;4.27;8.88;0.25;0.38
322.5;395.92;54.59;4.27;8.88;0.25;0.38
322.5;396.92;54.64;4.27;8.88;0.25;0.38
322.5;397.93;54.7;4.27;8.88;0.25;0.38
322.5;398.93;54.75;4.27;8.88;0.25;0.38
322.5;399.93;54.8;4.27;8.88;0.25;0.38
322.5;400.93;54.85;4.27;8.88;0.25;0.38
322.5;401.93;54.91;4.27;8.88;0.25;0.38
322.5;402.93;54.96;4.27;8.88;0.25;0.38
322.5;403.93;55.01;4.27;8.88;0.25;0.38
322.5;404.93;55.06;4.27;8.88;0.2;0.38
322.5;405.93;55.12;4.39;8.85;0.15;0.39
322.5;406.93;55.17;4.51;8.83;0.15;0.4
322.5;407.93;55.22;4.51;8.83;0.15;0.4
322.5;408.93;55.27;4.51;8.83;0.2;0.4
322.5;409.94;55.33;4.51;8.83;0.2;0.4
322.5;410.94;55.38;4.51;8.83;0.2;0.4
322.5;411.94;55.43;4.51;8.83;0.2;0.4
322.5;412.94;55.48;4.51;8.83;0.2;0.4
322.5;413.94;55.54;4.51;8.83;0.2;0.4
322.5;414.94;55.59;4.51;8.83;0.2;0.4
322.5;415.94;55.64;4.51;8.83;0.2;0.4
322.5;416.94;55.69;4.51;8.83;0.2;0.4
322.5;417.94;55.74;4.60;8.83;0.2;0.41
322.5;418.94;55.8;4.70;8.83;0.2;0.41
322.5;419.94;55.85;4.70;8.83;0.2;0.41
322.5;420.95;55.9;4.70;8.83;0.22;0.41
322.5;421.95;55.95;4.70;8.83;0.24;0.41
322.5;422.95;56.01;4.70;8.83;0.24;0.41
322.5;423.95;56.06;4.70;8.83;0.24;0.41
322.5;424.95;56.11;4.70;8.83;0.24;0.41
322.5;425.95;56.16;4.70;8.83;0.24;0.41
322.5;426.95;56.22;4.70;8.83;0.24;0.41
322.5;427.95;56.27;4.70;8.83;0.24;0.41
322.5;428.95;56.32;4.70;8.83;0.24;0.41
322.5;429.95;56.37;4.70;8.83;0.24;0.41
322.5;430.95;56.43;4.70;8.83;0.24;0.41
322.5;431.96;56.48;4.66;8.93;0.24;0.42
322.5;432.96;56.53;4.62;9.03;0.24;0.42
322.5;433.96;56.58;4.62;9.03;0.25;0.42
322.5;434.96;56.64;4.62;9.03;0.26;0.42
322.5;435.96;56.69;4.62;9.03;0.26;0.42
322.5;436.96;56.74;4.62;9.03;0.26;0.42
322.5;437.96;56.79;4.62;9.03;0.26;0.42
322.5;438.96;56.85;4.62;9.03;0.26;0.42
322.5;439.96;56.9;4.62;9.03;0.26;0.42
322.5;440.96;56.95;4.62;9.03;0.26;0.42
322.5;441.96;57;4.62;9.03;0.26;0.42
322.5;442.97;57.06;4.62;9.03;0.26;0.42
322.5;443.97;57.11;4.62;9.03;0.26;0.42
322.5;444.97;57.16;4.66;9.05;0.26;0.42
322.5;445.97;57.21;4.71;9.07;0.26;0.43
322.5;446.97;57.27;4.71;9.07;0.26;0.43
322.5;447.97;57.32;4.71;9.07;0.27;0.43
322.5;448.97;57.37;4.71;9.07;0.27;0.43
322.5;449.97;57.42;4.71;9.07;0.27;0.43
322.5;450.97;57.47;4.71;9.07;0.27;0.43
322.5;451.97;57.53;4.71;9.07;0;0.43
322.5;452.97;57.58;4.71;9.07;0;0.43
322.5;453.98;57.63;4.71;9.07;0;0.43
322.5;454.98;57.68;4.71;9.07;0;0.43
322.5;455.98;57.74;4.71;9.07;0;0.43
322.5;456.98;57.79;4.71;9.07;0;0.43
322.5;457.98;57.84;4.75;9.08;0;0.43
322.5;458.98;57.89;4.79;9.09;0;0.44
322.5;459.98;57.95;4.79;9.09;0;0.44
322.5;460.98;58;4.79;9.09;0;0.44
322.5;461.98;58.05;4.79;9.09;0;0.44
322.5;462.98;58.1;4.79;9.09;0;0.44
322.5;463.98;58.16;4.79;9.09;0;0.44
322.5;464.98;58.21;4.79;9.09;0;0.44
322.5;465.99;58.26;4.79;9.09;0;0.44
322.5;466.99;58.31;4.79;9.09;0;0.44
322.5;467.99;58.37;4.79;9.09;0;0.44
322.5;468.99;58.42;4.79;9.09;0;0.44
322.5;469.99;58.47;4.79;9.09;0;0.44
322.5;470.99;58.52;4.79;9.09;0;0.44
322.5;471.99;58.58;4.83;9.1;0;0.44
322.5;472.99;58.63;4.86;9.1;0;0.44
322.5;473.99;58.68;4.86;9.1;0;0.44
322.5;474.99;58.73;4.86;9.1;0;0.44
322.5;475.99;58.79;4.86;9.1;0;0.44
322.5;477;58.84;4.86;9.1;0;0.44
322.5;478;58.89;4.86;9.1;0;0.44
322.5;479;58.94;4.86;9.1;0;0.44
322.5;480;59;4.86;9.1;0;0.44
322.5;481;59.05;4.86;9.1;0;0.44
